Gemeindeschlüsselnummer;Gemeindename;Durchschnittliche Wohnfläche je Wohnung (qm);Durchschnittliche Anzahl der Räume je Wohnung (qm)
83155013041;Glottertal;99,2;4,2
83165005037;Riegel am Kaiserstuhl;100,3;4,2
83165006056;Waldkirch, Stadt;96,5;4,2
83170057057;Kehl, Stadt;100,2;4,2
83175010096;Offenburg, Stadt;94,9;4,2
83260003003;Bad Dürrheim, Stadt;99,6;4,2
83275006050;Tuttlingen, Stadt;94,1;4,2
83375007126;Waldshut-Tiengen, Stadt;97,2;4,2
84150061061;Reutlingen, Stadt;92,1;4,2
84155005078;Bad Urach, Stadt;93,8;4,2
84355001029;Kressbronn am Bodensee;99,8;4,2
84355004018;Hagnau am Bodensee;102,4;4,2
84355007053;Sipplingen;104,6;4,2
84360049049;Isny im Allgäu, Stadt;95,4;4,2
91710111111;Altötting, St;93,2;4,2
91720111111;Ainring;98,5;4,2
91735107113;Benediktbeuern;99;4,2
91750124124;Kirchseeon, M;95,9;4,2
91790142142;Olching, St;94,8;4,2
91790145145;Puchheim, St;96,2;4,2
91820131131;Schliersee, M;98,9;4,2
91830128128;Mühldorf a.Inn, St;98,4;4,2
91870128128;Bad Endorf, M;99,7;4,2
91890124124;Inzell;99,8;4,2
91900141141;Penzberg, St;97,6;4,2
91900148148;Schongau, St;91,9;4,2
91900157157;Weilheim i.OB, St;94,9;4,2
93630000000;Weiden i.d.OPf.;88,7;4,2
93750174174;Neutraubling, St;92,6;4,2
94630000000;Coburg;91,3;4,2
95610000000;Ansbach;91,3;4,2
95740152152;Röthenbach a.d.Pegnitz, St;92,8;4,2
97640000000;Memmingen;90;4,2
97720147147;Gersthofen, St;89,8;4,2
97760120120;Nonnenhorn;104,1;4,2
97770159159;Pfronten;95,6;4,2
97770169169;Schwangau;98,7;4,2
97805745127;Missen-Wilhams;100,8;4,2
120615000000;Groß Köris;94,2;4,2
120640000000;Altlandsberg, Stadt;99,9;4,2
120666000000;Altdöbern;84,5;4,2
120676000000;Brieskow-Finkenheerd;91,8;4,2
146265000000;Bad Muskau, Stadt;84,2;4,2
147300000000;Bad Düben, Stadt;84,5;4,2
150850000000;Ballenstedt, Stadt;90,5;4,2
160680000000;Kölleda, Stadt;90,2;4,2
10515178121;Warwerort;87,4;4
10530032032;Geesthacht, Stadt;86,7;4
10535358102;Römnitz;97,4;4
10545417140;Tümlauer Koog;91,9;4
10550032032;Neustadt in Holstein, Stadt;83,4;4
10550046046;Fehmarn, Stadt;89;4
10560039039;Pinneberg, Stadt;85,3;4
10570057057;Plön, Stadt;87,9;4
10585893032;Brodersby (Kreis Rendsburg-Eckernförde);87,3;4
10590075075;Schleswig, Stadt;84,4;4
10600005005;Bad Segeberg, Stadt;88,7;4
10600063063;Norderstedt, Stadt;88,8;4
10610046046;Itzehoe, Stadt;83,8;4
10620018018;Glinde, Stadt;90,8;4
32515401022;Lembruch;89,1;4
32540021021;Hildesheim, Stadt;85,8;4
34040000000;Osnabrück, Stadt;86,1;4
34050000000;Wilhelmshaven, Stadt;82,9;4
40110000000;Bremen, Stadt;83,1;4
51220000000;Solingen, Klingenstadt;86,9;4
51580004004;Erkrath, Fundort des Neanderthalers, Stadt;91,6;4
51580026026;Monheim am Rhein, Stadt;89;4
51620024024;Neuss, Stadt;90;4
51700008008;Dinslaken, Stadt;90,7;4
53620012012;Brühl, Stadt;91,5;4
53620028028;Hürth, Stadt;91,6;4
55120000000;Bottrop, Stadt;85,5;4
55620020020;Herten, Stadt;85,9;4
55620024024;Marl, Stadt;87,7;4
55620032032;Recklinghausen, Stadt;85,3;4
57110000000;Bielefeld, Stadt;85,8;4
59540016016;Hattingen, Stadt;87,9;4
59540024024;Schwelm, Stadt;86,7;4
59620032032;Lüdenscheid, Stadt;84,5;4
64340001001;Bad Homburg v. d. Höhe, Stadt;97,4;4
64340010010;Steinbach (Taunus), Stadt;88;4
64350001001;Bad Orb, Stadt;90,9;4
64350019019;Maintal, Stadt;89,2;4
64360005005;Hattersheim am Main, Stadt;90,9;4
64360011011;Schwalbach am Taunus, Stadt;92,6;4
64380008008;Mühlheim am Main, Stadt;90,2;4
71110000000;Koblenz, Stadt;88;4
71330006006;Bad Kreuznach, Stadt;90,1;4
73110000000;Frankenthal (Pfalz), Stadt;92,4;4
73120000000;Kaiserslautern, Stadt;88,1;4
81160077077;Filderstadt, Stadt;90,1;4
81160078078;Leinfelden-Echterdingen, Stadt;89,7;4
81165006056;Plochingen, Stadt;89,1;4
81180051051;Möglingen;87,4;4
81210000000;Heilbronn, Universitätsstadt;87,3;4
82260012012;Dossenheim;90,9;4
82355003018;Dobel;94,9;4
83155001006;Bad Krozingen, Stadt;97;4
83155005047;Gundelfingen;92,8;4
83155007073;Merzhausen;99;4
83155011115;Umkirch;95,7;4
83165001009;Denzlingen;93;4
83350063063;Radolfzell am Bodensee, Stadt;94,6;4
83355002015;Büsingen am Hochrhein;97,2;4
83355005075;Singen (Hohentwiel), Stadt;88,6;4
83365003050;Lörrach, Stadt;91,5;4
84210000000;Ulm, Universitätsstadt;87,6;4
84355002016;Friedrichshafen, Stadt;88,7;4
84355002024;Immenstaad am Bodensee;96,6;4
84355007059;Überlingen, Stadt;98,7;4
91610000000;Ingolstadt;87,3;4
91720115115;Bayerisch Gmain;97,1;4
91730126126;Geretsried, St;90,4;4
91730147147;Wolfratshausen, St;93,1;4
91750127127;Markt Schwaben, M;89,2;4
91750135135;Poing;91,6;4
91770117117;Erding, GKSt;91,3;4
91780130130;Hallbergmoos;93,6;4
91800124124;Murnau a.Staffelsee, M;93,8;4
91820119119;Hausham;87,3;4
91820124124;Kreuth;99;4
91830148148;Waldkraiburg, St;89,5;4
91840130130;Ismaning;93,9;4
92630000000;Straubing;89,4;4
94640000000;Hof;86,5;4
97620000000;Kaufbeuren;86,2;4
97760117117;Lindenberg i.Allgäu, St;89,6;4
97760125125;Scheidegg, M;95,7;4
97760128128;Wasserburg (Bodensee);98,7;4
97800115115;Blaichach;91,5;4
100410000000;Saarbrücken, Landeshauptstadt;85,7;4
120670000000;Beeskow, Stadt;84,5;4
145230000000;Adorf/Vogtl., Stadt;80,8;4
145235000000;Falkenstein/Vogtl., Stadt;80,7;4
150841000000;Weißenfels, Stadt;77,3;4
150880000000;Bad Dürrenberg, Solestadt;76,2;4
160610000000;Heilbad Heiligenstadt, Stadt;85,4;4
160640000000;Bad Langensalza, Stadt;86,1;4
160710000000;Apolda, Stadt;78,1;4
160740000000;Kahla, Stadt;73,7;4
160745000000;Crossen an der Elster;78,4;4
10540108108;Reußenköge;159,3;6,2
10615189111;Wiedenborstel;189,5;6,2
31585407031;Uehrde;135,8;6,2
32515404003;Bahrenborstel;145,1;6,2
32555409001;Arholzen;126;6,2
32565408024;Raddestorf;149,1;6,2
33525404002;Armstorf;145,3;6,2
33525404036;Mittelstenahe;145,6;6,2
33525404052;Stinstedt;138,9;6,2
33575404003;Anderlingen;143,8;6,2
33575405019;Hamersen;148,8;6,2
34530010010;Lindern (Oldenburg);144,5;6,2
34545401025;Kluse;143;6,2
34545401030;Lehe (Landkreis Emsland);141,8;6,2
34545404013;Fresenburg;146,9;6,2
34545406006;Breddenberg;138,5;6,2
34565402004;Esche;148,1;6,2
34565402005;Georgsdorf;137,7;6,2
34595402023;Kettenkamp;142,6;6,2
34595403009;Berge (Landkreis Osnabrück);140,5;6,2
34600001001;Bakum;144,1;6,2
71315001028;Herschbroich;136,5;6,2
71325010004;Bachenberg;142,9;6,2
71335009077;Otzweiler;134,4;6,2
71335009113;Weitersborn;128,8;6,2
71335010009;Bärweiler;132,7;6,2
71335010011;Becherbach;136,3;6,2
71335010051;Jeckenbach;133,4;6,2
71335010057;Lauschied;130,7;6,2
71335010060;Löllbach;136,2;6,2
71345001068;Reichenbach (Landkreis Birkenfeld);131,8;6,2
71345002023;Ellenberg (Landkreis Birkenfeld);134,7;6,2
71345002057;Niederbrombach;129;6,2
71345002070;Rimsberg;129,5;6,2
71345005079;Schwerbach;151,6;6,2
71345005095;Wirschweiler;128,1;6,2
71355001053;Lieg;132,9;6,2
71355001072;Pommern;126,5;6,2
71355003089;Weiler (Landkreis Cochem-Zell);128,5;6,2
71405003042;Gödenroth;141,8;6,2
71405004044;Hahn;130,7;6,2
71405004111;Ober Kostenz;135,1;6,2
71405004120;Raversbeuren;139,7;6,2
71405008023;Budenbach;144,6;6,2
71405008065;Keidelheim;140,2;6,2
71405008148;Steinbach;144,7;6,2
71405009149;Thörlingen;136,3;6,2
71415007110;Hainau;138,7;6,2
71435005082;Wirscheid;139,9;6,2
72315006006;Berglicht;133,4;6,2
72315008044;Greimerath;146,5;6,2
72315009132;Willwerscheid;132,1;6,2
72325001285;Oberpierscheid;125,8;6,2
72325001287;Olmscheid;133,2;6,2
72325001294;Preischeid;137;6,2
72325005064;Karlshausen;137,1;6,2
72325005095;Nusbaum;142,7;6,2
72325005130;Waldhof-Falkenstein;150,1;6,2
72325008120;Sefferweich;136,2;6,2
72335004003;Beinhausen;137,5;6,2
72335004220;Kirsbach;125,8;6,2
72355004080;Lorscheid;142,5;6,2
72355004100;Ollmuth;124,1;6,2
73365008001;Adenbach;120,5;6,2
73405009055;Weselberg;147;6,2
73405009215;Knopp-Labach;140,9;6,2
91835152130;Niederbergkirchen;145,1;6,2
91835152131;Niedertaufkirchen;154,3;6,2
91855155123;Brunnen;158,2;6,2
92735217127;Herrngiersdorf;152,3;6,2
92745227193;Wurmsham;145,5;6,2
92770114114;Dietersburg;145,9;6,2
92770152152;Wittibreut;150,8;6,2
92775239119;Falkenberg (Landkreis Rottal-Inn);149,5;6,2
92780144144;Laberweinting;148,9;6,2
93745323128;Kirchendemenreuth;134,6;6,2
94775438164;Wonsees, M;154,4;6,2
95715501155;Geslau;139,4;6,2
95715501225;Windelsbach;142,8;6,2
95715509227;Wittelshofen;139,9;6,2
95755519127;Gollhofen;140,9;6,2
97725706136;Ellgau;138,8;6,2
97735716150;Finningen;137,4;6,2
97795720176;Maihingen;138,7;6,2
97795720177;Marktoffingen;140,4;6,2
97795725163;Holzheim (Landkreis Donau-Ries);151,3;6,2
10560015015;Elmshorn, Stadt;83,9;3,9
10560049049;Uetersen, Stadt;86,9;3,9
10575755043;Laboe;88,4;3,9
10585893040;Damp;81,3;3,9
31530018018;Clausthal-Zellerfeld, Berg- und Universitätsstadt;80,5;3,9
32515404018;Freistatt;84;3,9
32575401005;Bad Eilsen;89,1;3,9
34590006006;Bad Rothenfelde;91,9;3,9
34620014014;Spiekeroog;74,5;3,9
40120000000;Bremerhaven, Stadt;79,1;3,9
51160000000;Mönchengladbach, Stadt;86,7;3,9
51170000000;Mülheim an der Ruhr, Stadt;86,4;3,9
51190000000;Oberhausen, Stadt;80,8;3,9
51200000000;Remscheid, Stadt;85,4;3,9
51580016016;Hilden, Stadt;86;3,9
51580032032;Velbert, Stadt;87,1;3,9
53160000000;Leverkusen, Stadt;85,9;3,9
59140000000;Hagen, Stadt der FernUniversität;82,8;3,9
59540036036;Witten, Stadt;84,6;3,9
64330012012;Rüsselsheim am Main, Stadt;84,6;3,9
64350014014;Hanau, Brüder-Grimm-Stadt;87,7;3,9
64360003003;Eschborn, Stadt;88,9;3,9
64380001001;Dietzenbach, Kreisstadt;91,8;3,9
64380006006;Langen (Hessen), Stadt;88,9;3,9
72110000000;Trier, Stadt;85,3;3,9
72335004208;Brücktal;79,5;3,9
73140000000;Ludwigshafen am Rhein, Stadt;84,8;3,9
73375002005;Bad Bergzabern, Stadt;89,4;3,9
81150003003;Böblingen, Stadt;89;3,9
81150045045;Sindelfingen, Stadt;89,3;3,9
81160019019;Esslingen am Neckar, Stadt;85,8;3,9
81180048048;Ludwigsburg, Stadt;85,6;3,9
81190020020;Fellbach, Stadt;84,2;3,9
82165005043;Rastatt, Stadt;89,9;3,9
82260018018;Eppelheim, Stadt;86,9;3,9
82260084084;Schwetzingen, Stadt;90,6;3,9
83155015102;Schluchsee;89,6;3,9
83175001118;Sasbachwalden;92,9;3,9
83265004065;Unterkirnach;93,3;3,9
83355004066;Reichenau;93,2;3,9
83355006098;Bodman-Ludwigshafen;99,2;3,9
83365005006;Bad Bellingen;93,9;3,9
83375006051;Höchenschwand;95,8;3,9
84160041041;Tübingen, Universitätsstadt;87,3;3,9
84365005082;Weingarten, Stadt;85,8;3,9
91720116116;Berchtesgaden, M;87,6;3,9
91740126126;Karlsfeld;88,6;3,9
91790121121;Fürstenfeldbruck, GKSt;87,5;3,9
91790123123;Germering, GKSt;87;3,9
91800122122;Krün;90,2;3,9
91800123123;Mittenwald, M;80,7;3,9
91800126126;Oberau;88,2;3,9
91800136136;Wallgau;91;3,9
91840149149;Unterschleißheim, St;87,5;3,9
92610000000;Landshut;89,8;3,9
94730120120;Dörfles-Esbach;88,4;3,9
96620000000;Schweinfurt;82,5;3,9
97750135135;Neu-Ulm, GKSt;88,4;3,9
97760116116;Lindau (Bodensee), GKSt;87,7;3,9
97805742116;Bolsterlang;88,7;3,9
120520000000;Cottbus, Stadt;75,1;3,9
120731000000;Templin, Stadt;84,1;3,9
146255000000;Bischofswerda, Stadt;77,3;3,9
146270000000;Coswig, Stadt;73,7;3,9
150890000000;Aschersleben, Stadt;77,7;3,9
10010000000;Flensburg, Stadt;78,7;3,8
10020000000;Kiel, Landeshauptstadt;73;3,5
10030000000;Lübeck, Hansestadt;76,5;3,8
10515169008;Bergewöhrden;97,6;3,8
10515178013;Büsum;76,8;3,4
10535358016;Brunsmark;88,4;3,8
10540168168;Sylt;76,2;3,4
10545417090;Norderfriedrichskoog;145,8;6,4
10545417113;Sankt Peter-Ording;80,1;3,7
10545439046;Hörnum (Sylt);70,7;3,2
10545439078;List auf Sylt;88,2;3,8
10545439149;Wenningstedt-Braderup (Sylt);78;3,4
10545459039;Gröde;181,5;7,8
10545488089;Norddorf auf Amrum;68,3;3,5
10545488160;Wittdün auf Amrum;67,8;3,3
10545488164;Wyk auf Föhr, Stadt;80,4;3,8
10550010010;Dahme;69,8;3,4
10550016016;Grömitz;77,6;3,6
10550021021;Heiligenhafen, Stadt;80,8;3,7
10550025025;Kellenhusen (Ostsee);74,1;3,5
10550042042;Timmendorfer Strand;81,2;3,5
10550044044;Scharbeutz;88,9;3,7
10555543017;Großenbrode;85,9;3,8
10555591039;Sierksdorf;79,7;3,6
10560025025;Helgoland;64,9;3,5
10560050050;Wedel, Stadt;83,3;3,8
10575727030;Hohwacht (Ostsee);84,6;3,8
10575755073;Schönberg (Holstein);79,6;3,6
10575755087;Wendtorf;75,7;3,1
10580043043;Eckernförde, Stadt;85,4;3,8
10580135135;Rendsburg, Stadt;78,2;3,7
20000000000;Hamburg, Freie und Hansestadt;76,6;3,7
31010000000;Braunschweig, Stadt;83,4;3,8
31530016016;Braunlage, Stadt;75,5;3,7
31590016016;Göttingen, Stadt;76,6;3,6
32410001001;Hannover, Landeshauptstadt;78,1;3,7
32555409036;Wangelnstedt;140,7;6,6
32565409035;Warpe;146,5;6,3
33550022022;Lüneburg, Hansestadt;82,6;3,8
33575404014;Farven;148,7;6,3
33575404036;Ostereistedt;148,9;6,3
33589501501;Osterheide, gemfr. Bezirk;96,6;3,1
34520002002;Baltrum;71,2;3,4
34520013013;Juist, Inselgemeinde;68,2;3,4
34520020020;Norderney, Stadt;66,3;3,3
34545401007;Dersum;151,1;6,5
34545401037;Neubörger;146;6,3
34545401060;Wippingen;147,2;6,4
34545402001;Andervenne;152,2;6,7
34545402003;Beesten;144,8;6,3
34545402036;Messingen;154,2;6,9
34545403009;Dohren (Landkreis Emsland);148,3;6,5
34545404039;Niederlangen;146,3;6,3
34545404043;Renkenberge;143,5;6,3
34545404052;Sustrum;153;6,5
34545405015;Gersten;152,2;6,6
34545405017;Handrup;161;7
34545405028;Langen;148,2;6,6
34545405059;Wettrup;158;7,2
34545406022;Hilkenbrook;149,5;6,5
34545407016;Groß Berßen;167,9;7
34545407023;Hüven;162,8;7,1
34545407024;Klein Berßen;148,3;6,5
34545407048;Spahnharrenstätte;152,3;6,5
34545407050;Stavern;146,9;6,7
34545407058;Werpeloh;152,9;6,4
34545409027;Lahn;160,4;6,9
34545409033;Lorup;148,6;6,5
34545409042;Rastdorf;149,4;6,3
34550021021;Wangerooge, Nordseebad;65,8;3,3
34565401012;Laar;147,5;6,3
34565401019;Ringe;144,7;6,3
34565402017;Osterwald;146,6;6,6
34565403003;Engden;161,3;6,8
34565404008;Halle (Landkreis Grafschaft Bentheim);149,5;6,6
34565404011;Itterbeck;139,4;6,3
34565404024;Wielen;151,5;6,5
34570002002;Borkum, Stadt;79;3,8
34595404032;Voltlage;152,3;6,5
34620007007;Langeoog;68;3,4
51110000000;Düsseldorf, Stadt;77,6;3,4
51120000000;Duisburg, Stadt;77,6;3,7
51130000000;Essen, Stadt;78,6;3,7
51140000000;Krefeld, Stadt;85,2;3,8
51240000000;Wuppertal, Stadt;80,7;3,7
53140000000;Bonn, Stadt;83,4;3,7
53150000000;Köln, Stadt;77,6;3,4
53340002002;Aachen, Stadt;77,5;3,5
55130000000;Gelsenkirchen, Stadt;76,6;3,7
55150000000;Münster, Stadt;85,7;3,8
59110000000;Bochum, Stadt;80,4;3,8
59130000000;Dortmund, Stadt;79,7;3,7
59160000000;Herne, Stadt;79;3,8
59780024024;Lünen, Stadt;83,3;3,8
64110000000;Darmstadt, Wissenschaftsstadt;81,8;3,7
64120000000;Frankfurt am Main, Stadt;74,1;3,4
64130000000;Offenbach am Main, Stadt;75,1;3,5
64140000000;Wiesbaden, Landeshauptstadt;82,9;3,7
64330005005;Ginsheim-Gustavsburg, Stadt;86,9;3,8
64330007007;Kelsterbach, Stadt;81,8;3,6
64330010010;Raunheim, Stadt;88,1;3,8
64380009009;Neu-Isenburg, Stadt;81,9;3,7
65310005005;Gießen, Universitätsstadt;77,9;3,5
65340014014;Marburg, Universitätsstadt;84,8;3,8
66110000000;Kassel, documenta-Stadt;80,1;3,7
71325010092;Racksen;138,3;6,3
71335009010;Becherbach bei Kirn;140,9;6,4
71335009016;Brauweiler;129;6,3
71335009041;Heimweiler;149,7;6,6
71335009047;Horbach;162,2;6,5
71335009059;Limbach;150,1;7,4
71335009063;Meckenbach;132,6;6,3
71335010001;Abtweiler;136,7;6,6
71335010024;Desloch;149;6,7
71335010050;Ippenschied;142,1;6,4
71335010053;Kirschroth;133,6;6,4
71335010082;Rehbach;140,1;7
71335010092;Schweinschied;137;6,5
71345005013;Breitenthal;134,2;6,3
71345005019;Dickesbach;135;6,3
71345005032;Griebelschied;149,9;6,3
71345005064;Oberhosenbach;136;6,4
71345005067;Oberwörresbach;144,6;6,5
71345005082;Sien;132,6;6,3
71345005088;Sulzbach;140,1;6,6
71345005092;Weitersbach;144,6;6,4
71345005093;Wickenrodt;154,2;6,6
71355002044;Kail;137,1;6,3
71355002051;Landkern;130,8;6,3
71355002062;Möntenich;150,1;6,4
71405003055;Hollnich;140,7;6,3
71405003073;Korweiler;143,8;6,5
71405004007;Belg;123;6,3
71405004048;Hecken;136,3;6,6
71405004086;Lindenschied;134,3;6,4
71405004090;Maitzborn;147,9;6,5
71405004094;Metzenhausen;130,4;6,4
71405004128;Rödelhausen;134,3;6,3
71405004141;Schwarzen;121,1;6,4
71405004165;Würrich;134,6;6,4
71405008096;Mörschbach;145,5;6,3
71405008158;Wahlbach;140,1;6,4
71405009047;Hausbay;134,4;6,5
71405009098;Mühlpfad;155,7;6,3
71435006311;Willingen;131,6;6,3
72315006018;Deuselbach;140,2;6,3
72315006032;Etgert;165;8
72315006112;Rorodt;143,5;6,8
72315006202;Breit;148,3;6,4
72315008021;Dierfeld;135;7
72315008091;Musweiler;134,3;6,3
72315009501;Irmenach;144,8;6,3
72325001217;Eilscheid;121,2;6,4
72325001220;Eschfeld;145,5;6,5
72325001221;Euscheid;133,2;6,4
72325001240;Herzfeld;169,2;9,4
72325001247;Kesfeld;135,1;6,6
72325001259;Leidenborn;145,1;6,9
72325001261;Lierfeld;144,6;6,5
72325001264;Manderscheid;132,9;6,5
72325001270;Merlscheid;135,8;6,4
72325001277;Niederpierscheid;147,8;7,4
72325001291;Pintesfeld;112;6,3
72325001301;Roscheid;136,3;6,5
72325001333;Üttfeld;139,7;6,7
72325005004;Ammeldingen an der Our;239,5;9,1
72325005012;Berscheid;193,6;9,1
72325005031;Emmelbaum;134,3;6,9
72325005047;Heilbach;130,3;6,4
72325005059;Hüttingen bei Lahr;136,7;6,4
72325005065;Kaschenbach;167,7;7,7
72325005068;Koxhausen;166,9;6,7
72325005084;Muxerath;146,7;7,3
72325005085;Nasingen;153,3;6,6
72325005090;Niederraden;137,6;6,3
72325005114;Schankweiler;146,4;6,4
72325005116;Scheitenkorb;139;6,8
72325005117;Scheuern;130,2;6,3
72325005122;Sinspelt;138,6;6,3
72325005132;Weidingen;127;6,3
72325006216;Dingdorf;141,1;6,6
72325006224;Giesdorf;137,5;6,3
72325006236;Heckhuscheid;141,8;6,3
72325006265;Masthorn;170,1;6,9
72325006271;Mützenich;136,5;6,5
72325006276;Niederlauch;147,3;7
72325006283;Oberlascheid;141,5;6,4
72325006292;Pittenbach;142,7;6,5
72325006327;Winringen;149,2;7,1
72325006328;Winterscheid;135,6;6,4
72325008020;Brecht;144,6;6,8
72325008032;Enzen;136,8;6,8
72325008035;Etteldorf;132,4;7
72325008043;Gindorf;136,8;6,4
72325008046;Hamm;139,2;6,5
72325008048;Heilenbach;132,4;6,4
72325008071;Kyllburgweiler;143,2;7
72325008077;Meckel;138,4;6,3
72325008092;Niederweiler (Landkreis Eifelkreis Bitburg-Prüm);139,3;6,8
72325008124;Stockem;140,7;7,4
72325008129;Usch;138,4;6,6
72335001062;Saxler;146,6;6,7
72335004201;Arbach;136,1;6,4
72335004222;Kolverath;134,9;6,4
72335006002;Basberg;123,5;6,6
72355001047;Hinzert-Pölert;136,4;6,3
72355008057;Kastel-Staadt;143,2;6,3
73150000000;Mainz, Stadt;81;3,6
73335003032;Immesheim;149,7;6,3
73335007036;Kalkofen;136,3;6,3
73335007077;Teschenmoschel;133;6,4
73335007202;Reichsthal;146;6,8
73340007007;Germersheim, Stadt;86,8;3,8
73355001011;Gerhardsbrunn;170,5;7
73365008049;Kappeln;145,8;6,4
73365008062;Merzweiler;141,2;6,7
73365008100;Unterjeckenbach;138,1;6,3
73365009101;Wahnwegen;141;6,4
73365010071;Oberstaufenbach;164,2;6,7
73405009018;Hettenhausen;141,8;6,3
73405009041;Saalstadt;145,1;6,3
73405009204;Biedershausen;140,8;6,3
73405009216;Krähenberg;145,8;6,3
81110000000;Stuttgart, Landeshauptstadt;79,8;3,7
81180046046;Kornwestheim, Stadt;82,7;3,8
82120000000;Karlsruhe, Stadt;85,1;3,8
82210000000;Heidelberg, Stadt;83,3;3,6
82220000000;Mannheim, Universitätsstadt;79,5;3,6
82310000000;Pforzheim, Stadt;85,4;3,8
82355003033;Bad Herrenalb, Stadt;92,3;3,8
83110000000;Freiburg im Breisgau, Stadt;80,8;3,5
83265003054;Schönwald im Schwarzwald;81,3;3,5
83355004043;Konstanz, Universitätsstadt;81,3;3,6
83365006010;Böllen;154,8;6,3
83375006108;Todtmoos;87,4;3,8
84355004036;Meersburg, Stadt;88,1;3,7
91620000000;München, Landeshauptstadt;73,5;3,3
91630000000;Rosenheim;83,1;3,7
91710127127;Pleiskirchen;155,1;6,4
91715104115;Erlbach (Landkreis Altötting);160,5;6,5
91720114114;Bad Reichenhall, GKSt;78,4;3,5
91720118118;Freilassing, St;84,3;3,7
91730112112;Bad Tölz, St;86,4;3,8
91740115115;Dachau, GKSt;85;3,7
91760164164;Titting, M;146,6;6,3
91780124124;Freising, GKSt;86,4;3,8
91800116116;Farchant;85;3,8
91800117117;Garmisch-Partenkirchen, M;80,2;3,5
91820111111;Bad Wiessee;89,7;3,5
91820132132;Tegernsee, St;99,9;3,7
91835147140;Reichertsheim;159,9;6,4
91835150143;Schönberg (Landkreis Mühldorf a.Inn);156;6,5
91835151134;Oberneukirchen;157,4;6,7
91840119119;Garching b.München, St;85,7;3,7
91840123123;Haar;84,5;3,8
91840135135;Oberschleißheim;84,2;3,8
91840147147;Unterföhring;80,6;3,5
91840148148;Unterhaching;84,3;3,7
91855155116;Berg im Gau;152,5;6,3
92620000000;Passau;84,5;3,7
92715204152;Wallerfing;150,6;6,4
92715205118;Buchhofen;155,6;6,4
92735219113;Aiglsbach;155,2;6,3
92745223179;Schalkham;148,5;6,4
92750116116;Bad Füssing;84,1;3,5
92770144144;Schönau;155,7;6,3
92775239141;Rimbach (Landkreis Rottal-Inn);153,5;6,5
92775240122;Geratskirchen;158,9;6,5
92775243140;Reut;152,7;6,3
93620000000;Regensburg;76,4;3,5
93755338191;Riekofen;146,9;6,4
94610000000;Bamberg;82;3,8
94620000000;Bayreuth;82,8;3,7
94715403189;Stadelhofen;147,2;6,3
94715403209;Wattendorf;140,9;6,4
95620000000;Erlangen;81,3;3,5
95630000000;Fürth;84,2;3,8
95640000000;Nürnberg;78;3,6
95715501111;Adelshofen (Landkreis Ansbach);139,3;6,3
95715501188;Ohrenbach;147,5;6,7
95755519122;Ergersheim;132,3;6,3
95755519130;Hemmersheim;154,2;6,7
95755519134;Ippesheim, M;145,7;6,3
95755519155;Oberickelsheim;148,7;6,3
95755519163;Simmershofen;149,8;6,6
95755519179;Weigenheim;144,9;6,3
95775536179;Westheim;152,3;6,4
96610000000;Aschaffenburg;86,7;3,8
96630000000;Würzburg;78,5;3,5
96755618150;Martinsheim;138,3;6,3
96790136136;Gerbrunn;86,5;3,8
97610000000;Augsburg;76,4;3,5
97630000000;Kempten (Allgäu);83,2;3,7
97765738121;Oberreute;91;3,8
97770129129;Füssen, St;86,6;3,8
97795724217;Tagmersheim;149,1;6,3
97800123123;Bad Hindelang, M;85,9;3,8
97800124124;Immenstadt i.Allgäu, St;86,3;3,8
97800132132;Oberstaufen, M;85,9;3,6
97800133133;Oberstdorf, M;84,4;3,6
97800139139;Sonthofen, St;81,5;3,6
97805742113;Balderschwang;66,4;2,8
97805742121;Fischen i.Allgäu;87,4;3,8
97805742131;Obermaiselstein;80,6;3,4
110000000000;Berlin, Stadt;73,2;3,4
120510000000;Brandenburg an der Havel, Stadt;73,1;3,6
120530000000;Frankfurt (Oder), Stadt;72,7;3,5
120540000000;Potsdam, Stadt;75,8;3,6
